Date,Alteraciones de la respiración (count),Análisis del Sueño [Total] (hr),Análisis del Sueño [Asleep] (hr),Análisis del Sueño [In Bed] (hr),Análisis del Sueño [Core] (hr),Análisis del Sueño [Deep] (hr),Análisis del Sueño [REM] (hr),Análisis del Sueño [Awake] (hr),Frecuencia Cardíaca [Min] (count/min),Frecuencia Cardíaca [Max] (count/min),Frecuencia Cardíaca [Avg] (count/min),Frecuencia respiratoria (count/min),Hora de Estar de Pie de Apple (count),Minutos Conscientes (min),Promedio de Frecuencia Cardíaca al Caminar (count/min),Temperatura de Muñeca Mientras Duerme de Apple (degC),Tiempo de Ejercicio de Apple (min),Tiempo de Movimiento de Apple (min),Tiempo en Luz de Día (min),Variabilidad de Frecuencia Cardíaca (ms) 
2025-02-17 00:00:00,,6.216666666666665,0.0,6.216666666666667,4.799999999999999,0.31666666666666665,1.1,0.5083333333333334,43,114,43,14.97,13,,,,25,,2,83.97,
2025-02-18 00:00:00,,8.3,0.0,8.3,5.2250000000000005,0.925,2.15,0.09166666666666667,48,139,48,14.66,13,,110.5,,17,,11,77.72,
2025-02-19 00:00:00,,8.508333333333333,0.0,8.508333333333333,5.699999999999999,0.55,2.2583333333333333,0.11666666666666667,44,190,44,15.22,15,,113,,41,,11,78.73,
2025-02-20 00:00:00,,6.766666666666668,0.0,6.766666666666667,4.900000000000001,0.6333333333333333,1.2333333333333334,0.2916666666666667,42,137,42,14.43,10,,93.5,,25,,6,79.82,
2025-02-21 00:00:00,,,,,,,,,47,150,47,,16,,96,,18,,1,74.39,
2025-02-22 00:00:00,,8.358333333333334,0.0,8.358333333333334,5.408333333333334,0.7333333333333333,2.2166666666666663,0.041666666666666664,42,182,42,15.7,14,,117.5,,37,,64,67.13,
2025-02-23 00:00:00,,8.875,0.0,8.874999999999998,6.025,1.0666666666666667,1.7833333333333332,0.175,47,132,47,15.32,11,,82.5,,9,,,93.42,
2025-02-24 00:00:00,,6.65,0.0,6.649999999999999,4.316666666666666,1.0500000000000003,1.2833333333333332,0.13333333333333333,46,120,46,15.56,14,,,,25,,,93.59,
2025-02-25 00:00:00,,6.841666666666667,0.0,6.841666666666667,4.041666666666667,1.1916666666666667,1.6083333333333334,0.025,47,187,47,16.06,15,,71,,80,,55,76.02,
2025-02-26 00:00:00,,7.158333333333332,0.0,7.158333333333334,4.883333333333332,0.6666666666666666,1.6083333333333334,0.14166666666666666,45,106,45,15.78,15,,,,16,,,66.66,
2025-02-27 00:00:00,,6.758333333333334,0.0,6.758333333333334,3.916666666666667,0.9083333333333334,1.9333333333333333,0.14166666666666666,46,151,46,15.3,16,,103,,22,,16,108.34,
2025-02-28 00:00:00,,8.966666666666665,0.0,8.966666666666667,5.641666666666666,1.05,2.2750000000000004,0.08333333333333334,48,107,48,15.29,5,,89,,11,,,94.16,
2025-03-01 00:00:00,,8.483333333333334,0.0,8.483333333333334,5.316666666666666,0.9166666666666667,2.25,0.18333333333333332,44,196,44,14.98,11,,108,,20,,29,71.27,
2025-03-02 00:00:00,,8.316666666666666,0.0,8.316666666666666,5.791666666666667,0.5333333333333333,1.9916666666666667,0.19999999999999998,46,109,46,15.17,12,,73,,8,,,73.59,
2025-03-03 00:00:00,,7.091666666666666,0.0,7.091666666666667,5.216666666666666,0.7666666666666666,1.1083333333333334,0.05,44,132,44,15.33,10,,100,,10,,,87.26,
2025-03-04 00:00:00,,8.241666666666667,0.0,8.241666666666667,5.141666666666667,0.8166666666666668,2.283333333333333,0.09999999999999999,45,106,45,15.12,13,,,,11,,,71.09,
2025-03-05 00:00:00,,,,,,,,,46,149,46,,12,,79,,13,,124,104.02,
2025-03-06 00:00:00,,8.508333333333333,0.0,8.508333333333333,5.616666666666665,0.875,2.0166666666666666,0.22499999999999998,44,136,44,15.39,11,,,,10,,112,73.5,
2025-03-07 00:00:00,,7.95,0.0,7.949999999999999,5.091666666666667,0.8749999999999999,1.9833333333333334,0.10833333333333334,43,154,43,15.9,9,,109,,30,,3,122.95,
2025-03-08 00:00:00,,8.075,0.0,8.075,5.549999999999999,0.8,1.725,0.42500000000000004,44,177,44,15.81,13,,107.5,,32,,23,85.18,
2025-03-09 00:00:00,,9.033333333333333,0.0,9.033333333333333,6.55,0.7833333333333334,1.7,0.09166666666666666,44,135,44,15.7,5,,,,30,,11,92.83,
2025-03-10 00:00:00,,6.375,0.0,6.375000000000001,4.675000000000001,0.6916666666666667,1.0083333333333333,0.3916666666666666,43.86,144,43.86,15.55,15,,92,,15,,,66.08,
2025-03-11 00:00:00,,8.691666666666666,0.0,8.691666666666668,5.308333333333334,0.9416666666666667,2.441666666666667,0.08333333333333333,42,192,42,15.28,13,,,,83,,5,69.36,
2025-03-12 00:00:00,,6.583333333333333,0.0,6.583333333333334,4.616666666666666,0.9333333333333333,1.0333333333333332,0.24166666666666664,42,189,42,15.42,15,,86.5,,93,,90,70.07,
2025-03-13 00:00:00,,6.533333333333332,0.0,6.533333333333333,4.699999999999999,0.5166666666666667,1.3166666666666667,0.2916666666666667,43,152,43,15.74,15,,104.5,,33,,,95.33,
2025-03-14 00:00:00,,6.633333333333333,0.0,6.633333333333333,4.033333333333333,1.1249999999999998,1.475,0.075,43,112,43,15.74,10,,,,33,,,69.84,
2025-03-15 00:00:00,,9.366666666666667,0.0,9.366666666666667,6.766666666666667,0.6333333333333333,1.9666666666666668,0.26666666666666666,43,196,43,15.03,12,,122,,98,,39,103.51,
2025-03-16 00:00:00,,6.3916666666666675,0.0,6.391666666666667,4.633333333333334,0.6083333333333334,1.15,0.075,44,142,44,15.35,15,,,,17,,15,76.53,
2025-03-17 00:00:00,,,,,,,,,50,59.04,50,,13,,,,19,,,104.59,
2025-03-18 00:00:00,,8.683333333333332,0.0,8.683333333333334,5.791666666666665,0.75,2.1416666666666666,0.08333333333333333,43,187,43,15.31,15,,94.5,,74,,,83.87,
2025-03-19 00:00:00,,6.933333333333333,0.0,6.933333333333334,4.816666666666666,0.85,1.2666666666666666,0.18333333333333332,44,110,44,15.49,16,,,,15,,,100.17,
2025-03-20 00:00:00,,6.933333333333334,0.0,6.933333333333334,4.541666666666667,0.95,1.4416666666666667,0.08333333333333333,43,111,43,15.42,7,,70.5,,4,,,75,
2025-03-21 00:00:00,,9.816666666666666,0.0,9.816666666666665,6.2749999999999995,0.9666666666666667,2.5749999999999993,0.5583333333333332,44,136,44,15.24,10,,111,,12,,6,83.58,
2025-03-22 00:00:00,,6.7333333333333325,0.0,6.733333333333333,4.308333333333333,0.6333333333333333,1.7916666666666665,0.29166666666666663,44,183,44,15.36,14,,121.5,,106,,34,72.98,
2025-03-23 00:00:00,,,,,,,,,51,160,51,18,18,,114.5,,43,,9,56.58,
2025-03-24 00:00:00,,6.8083333333333345,0.0,6.808333333333333,4.875000000000001,0.75,1.1833333333333333,0.3416666666666667,41,96,41,15.68,13,,75.5,,10,,19,87.02,
2025-03-25 00:00:00,,8.825,0.0,8.825000000000001,5.933333333333334,0.7,2.1916666666666664,0.10833333333333334,42,187,42,15.12,13,,59,,79,,156,71.88,
2025-03-26 00:00:00,,6.841666666666667,0.0,6.841666666666667,4.9,0.4083333333333333,1.5333333333333337,0.10833333333333334,44,188,44,15.39,13,,84,,90,,,94.76,
2025-03-27 00:00:00,,6.983333333333333,0.0,6.9833333333333325,5.208333333333334,0.6333333333333333,1.1416666666666668,0.25,43,184,43,15.62,14,,83.5,,74,,31,78.62,
2025-03-28 00:00:00,,7.1916666666666655,0.0,7.191666666666667,4.5249999999999995,0.9916666666666667,1.675,0.34166666666666673,46,129,46,15.94,12,,90,,15,,,79.17,
2025-03-29 00:00:00,,9.241666666666665,0.0,9.241666666666667,5.891666666666666,1.075,2.275,0.175,46,190,46,15.5,12,,126,,67,,30,82.6,
2025-03-30 00:00:00,,8.441666666666668,0.0,8.441666666666668,6.025000000000001,1.0,1.4166666666666665,0.2,44,138,44,16.08,13,,98,,15,,92,87.73,
2025-03-31 00:00:00,,6.333333333333332,0.0,6.333333333333334,4.3999999999999995,0.8166666666666668,1.1166666666666667,0.725,42,127,42,16.04,10,,,,18,,11,72.75,
2025-04-01 00:00:00,,8.841666666666665,0.0,8.841666666666667,5.699999999999998,1.0166666666666666,2.125,0.31666666666666665,42,98,42,15.3,10,,,,5,,,128.41,
2025-04-02 00:00:00,,5.883333333333333,0.0,5.883333333333334,3.85,0.9500000000000001,1.0833333333333335,0.11666666666666667,39,120,39,15.81,15,,89.5,,15,,,65.79,
2025-04-03 00:00:00,,,,,,,,,41,129,41,14.75,15,,,,13,,,98.25,
2025-04-04 00:00:00,,7.833333333333334,0.0,7.833333333333334,4.591666666666667,1.0416666666666667,2.2,0.125,42,154,42,15.02,15,,95.5,,22,,21,88.82,
2025-04-05 00:00:00,,4.766666666666666,0.0,4.766666666666667,3.474999999999999,0.6416666666666666,0.65,0.125,52,180,52,16.88,14,,111,,79,,94,58.62,
2025-04-06 00:00:00,,8.291666666666668,0.0,8.291666666666666,5.775000000000001,0.6250000000000001,1.891666666666667,0.175,47,124,47,15.72,12,,,,18,,3,104.2,
2025-04-07 00:00:00,,6.8,0.0,6.800000000000001,4.475,0.8000000000000002,1.5250000000000001,0.23333333333333334,42,141,42,15.81,15,,104,,31,,27,94.36,
2025-04-08 00:00:00,,8.708333333333334,0.0,8.708333333333334,5.758333333333334,1.1333333333333333,1.8166666666666669,0.24166666666666664,45,94,45,15.03,10,,,,12,,,104.44,
2025-04-09 00:00:00,,7.191666666666667,0.0,7.191666666666666,4.966666666666668,0.5833333333333333,1.6416666666666666,0.38333333333333336,46,133,46,14.75,10,,108,,23,,3,74.51,
2025-04-10 00:00:00,,6.925,0.0,6.925,4.525,0.975,1.4249999999999998,0.24166666666666664,44,101,44,15.57,12,,,,15,,18,88.05,
2025-04-11 00:00:00,,7.508333333333333,0.0,7.508333333333333,4.483333333333333,0.9666666666666667,2.058333333333333,0.05,42,140,42,15.32,14,,90.5,,24,,18,106.47,
2025-04-12 00:00:00,,6.866666666666667,0.0,6.866666666666667,4.566666666666667,0.7666666666666666,1.5333333333333332,0.058333333333333334,46,177,46,14.87,15,,81,,87,,68,99.61,
2025-04-13 00:00:00,,8.866666666666667,0.0,8.866666666666665,6.058333333333334,0.7000000000000001,2.1083333333333334,0.15,41,125,41,14.47,14,,103,,16,,18,81.78,
2025-04-14 00:00:00,,9.741666666666667,0.0,9.741666666666667,6.133333333333335,0.675,2.9333333333333336,0.1,43.68,94,43.68,14.38,9,,,,6,,18,75.65,
2025-04-15 00:00:00,,9.558333333333334,0.0,9.558333333333334,6.358333333333334,0.725,2.475,0.25000000000000006,44,132,44,14.54,12,,106,,47,,,84.08,
2025-04-16 00:00:00,,8.308333333333332,0.0,8.308333333333334,5.916666666666666,0.7999999999999999,1.5916666666666666,0.8500000000000002,44,123,44,14.11,13,,107,,11,,10,80.02,
2025-04-17 00:00:00,,8.933333333333334,0.0,8.933333333333335,6.333333333333334,0.7416666666666667,1.8583333333333332,0.3166666666666667,41,108,41,14.62,10,,78,,18,,4,80.32,
2025-04-18 00:00:00,,9.366666666666667,0.0,9.366666666666667,6.325000000000001,0.9666666666666666,2.0749999999999997,0.46666666666666673,42,141,42,14.75,11,,110,,11,,4,89.81,
2025-04-19 00:00:00,,4.7749999999999995,0.0,4.7749999999999995,3.5,0.6333333333333333,0.6416666666666666,0.16666666666666666,50,178,50,15.94,16,,137.5,,43,,57,68.06,
2025-04-20 00:00:00,,7.7250000000000005,0.0,7.7250000000000005,5.450000000000001,0.47500000000000003,1.8,0.09999999999999999,42,150,42,15.72,8,,109.5,,9,,,83.74,
2025-04-21 00:00:00,,5.541666666666666,0.0,5.541666666666667,3.9916666666666667,0.6666666666666666,0.8833333333333333,0.06666666666666667,45,128,45,15.41,17,,110,,41,,16,86.42,
2025-04-22 00:00:00,,9.075,0.0,9.075,5.866666666666666,0.9083333333333332,2.3,0.04166666666666667,44,133,44,14.99,11,,86,,4,,13,80.69,
2025-04-23 00:00:00,,6.983333333333333,0.0,6.9833333333333325,4.4750000000000005,1.025,1.4833333333333334,0.15,46.13,126,46.13,15.34,17,,89,,14,,9,74.3,
2025-04-24 00:00:00,,6.958333333333332,0.0,6.958333333333333,4.549999999999999,0.8666666666666666,1.5416666666666665,0.13333333333333333,49,133,49,16.32,5,,,,6,,12,54.7,
2025-04-25 00:00:00,,7.191666666666667,0.0,7.191666666666667,5.000000000000001,0.5249999999999999,1.6666666666666667,0.2916666666666667,45,125,45,15.13,15,,108.5,,10,,21,65.31,
2025-04-26 00:00:00,,8.166666666666668,0.0,8.166666666666668,5.7250000000000005,0.8083333333333332,1.6333333333333333,0.125,40,122,40,14.88,10,,84,,14,,73,92.33,
2025-04-27 00:00:00,,9.041666666666666,0.0,9.041666666666666,5.766666666666667,1.2333333333333334,2.0416666666666665,0.24166666666666664,46,150,46,15,14,,116,,16,,333,71.52,
2025-04-28 00:00:00,,8.566666666666666,0.0,8.566666666666668,5.491666666666666,1.075,2.0,0.10833333333333334,46,147,46,15.21,10,,,,37,,80,64.93,
2025-04-29 00:00:00,,8.383333333333335,0.0,8.383333333333335,5.291666666666668,1.0333333333333334,2.058333333333333,0.25,45,156,45,14.69,14,,93,,19,,115,57.8,
2025-04-30 00:00:00,,7.133333333333334,0.0,7.133333333333333,4.708333333333334,0.7333333333333334,1.6916666666666664,0.1416666666666667,45,115,45,15.03,14,,93,,25,,5,64.08,
2025-05-01 00:00:00,,9.149999999999999,0.0,9.15,5.824999999999999,1.2416666666666665,2.0833333333333335,0.22499999999999998,51.64,105,51.64,14.44,7,,87,,12,,,71.11,
2025-05-02 00:00:00,,9.8,0.0,9.8,6.55,0.7750000000000001,2.475,0.33333333333333337,42,100,42,14.3,14,,80.5,,15,,2,68.92,
2025-05-03 00:00:00,,8.774999999999999,0.0,8.775,5.7333333333333325,1.2333333333333334,1.8083333333333333,0.275,41,130,41,14.01,14,,75,,11,,31,75.76,
2025-05-04 00:00:00,,6.841666666666667,0.0,6.841666666666667,4.825,0.55,1.4666666666666666,0.14166666666666666,48,136,48,14.83,15,,105.5,,19,,48,66.65,
2025-05-05 00:00:00,,6.616666666666667,0.0,6.616666666666667,4.541666666666667,0.8166666666666667,1.2583333333333333,0.20833333333333331,48,120,48,14.72,14,,81,,28,,,72.92,
2025-05-06 00:00:00,,9.108333333333333,0.0,9.108333333333333,6.1499999999999995,0.9166666666666667,2.0416666666666665,0.09166666666666666,42,117,42,14.26,15,,72.5,,11,,108,72.37,
2025-05-07 00:00:00,,7.458333333333334,0.0,7.458333333333335,4.608333333333333,0.9666666666666666,1.8833333333333333,0.09999999999999999,43.29,120,43.29,14.35,16,,71,,12,,35,75.28,
2025-05-08 00:00:00,,6.05,0.0,6.049999999999999,4.091666666666667,0.7416666666666666,1.2166666666666666,0.07500000000000001,43,130,43,14.55,13,,,,8,,,80.23,
2025-05-09 00:00:00,,8.783333333333335,0.0,8.783333333333333,5.7250000000000005,0.8083333333333333,2.25,0.13333333333333333,45,137,45,14.47,12,,95,,19,,23,75.51,
2025-05-10 00:00:00,,9.216666666666669,0.0,9.216666666666669,6.333333333333334,0.7916666666666666,2.091666666666667,0.41666666666666674,45,129,45,14.55,13,,101,,18,,15,80.01,
2025-05-11 00:00:00,,8.533333333333335,0.0,8.533333333333333,5.3916666666666675,1.3,1.8416666666666668,0.1,47,127,47,15.16,13,,117,,16,,,63.69,
2025-05-12 00:00:00,,8.466666666666667,0.0,8.466666666666665,5.75,0.975,1.7416666666666667,0.125,45,115,45,14.08,10,,85,,15,,59,72.79,
2025-05-13 00:00:00,,8.216666666666669,0.0,8.216666666666667,4.833333333333334,0.9166666666666667,2.466666666666667,0.06666666666666668,41,140,41,14.51,11,,75,,10,,,61.94,
2025-05-14 00:00:00,,8.641666666666666,0.0,8.641666666666667,5.625,0.7833333333333333,2.2333333333333334,0.11666666666666667,46,156,46,14.89,14,,134,,24,,124,81.38,
2025-05-15 00:00:00,,8.816666666666668,0.0,8.816666666666665,6.341666666666668,0.8250000000000001,1.65,0.22499999999999998,46,125,46,14.99,10,,87.5,,9,,10,77.65,
2025-05-16 00:00:00,,7.841666666666668,0.0,7.841666666666667,5.216666666666668,0.9833333333333334,1.6416666666666666,0.30833333333333335,46,163,46,15.25,13,,,,31,,58,76.36,
2025-05-17 00:00:00,,6.991666666666665,0.0,6.991666666666666,4.924999999999999,0.7833333333333333,1.2833333333333334,0.15833333333333333,50,196,50,15.92,13,,129.5,,96,,75,60.39,
2025-05-18 00:00:00,,6.625,0.0,6.625,4.466666666666667,0.7583333333333333,1.4,0.05,47,140,47,14.98,17,,122,,50,,385,61.83,
2025-05-19 00:00:00,,8.358333333333334,0.0,8.358333333333333,5.6416666666666675,0.9916666666666667,1.725,0.5166666666666667,46,126,46,15.76,13,,92,,13,,,72.42,
2025-05-20 00:00:00,,7.975,0.0,7.9750000000000005,5.091666666666667,1.1583333333333334,1.725,0.016666666666666666,52,120,52,15.15,14,,,,20,,74,88.33,
2025-05-21 00:00:00,,6.65,0.0,6.6499999999999995,4.433333333333334,0.8083333333333335,1.4083333333333332,0.7416666666666666,43,151,43,15.16,6,,121.5,,16,,140,71.09,
2025-05-22 00:00:00,,8.783333333333333,0.0,8.783333333333333,5.791666666666666,1.0916666666666668,1.9000000000000001,0.14166666666666666,49,155,49,14.66,14,,101.5,,44,,355,94.88,
2025-05-23 00:00:00,,7.991666666666667,0.0,7.991666666666667,5.716666666666668,0.55,1.725,1.3916666666666666,54,142,54,15.25,11,,96,,15,,254,69.53,
2025-05-24 00:00:00,,8.049999999999999,0.0,8.05,5.741666666666665,0.8333333333333334,1.475,0.3166666666666667,51,148,51,14.39,11,,103,,31,,58,77.91,
2025-05-25 00:00:00,,6.283333333333333,0.0,6.283333333333333,4.333333333333333,0.5833333333333333,1.3666666666666667,0.05,50,190,50,14.65,17,,134,,16,,208,67.17,
2025-05-26 00:00:00,,9.433333333333334,0.0,9.433333333333332,6.383333333333334,1.075,1.975,0.4333333333333334,43,136,43,14.6,12,,106.5,,13,,144,75.96,
2025-05-27 00:00:00,,8.5,0.0,8.5,5.424999999999999,1.2416666666666667,1.833333333333333,0.13333333333333333,46,135,46,14.25,14,,115,,31,,140,60.85,
2025-05-28 00:00:00,,8.816666666666666,0.0,8.816666666666666,6.033333333333333,0.675,2.1083333333333334,0.19999999999999998,41,124,41,14.72,15,,80,,31,,131,77.19,
2025-05-29 00:00:00,,6.425000000000001,0.0,6.425000000000001,4.041666666666667,0.9666666666666668,1.4166666666666665,0.6333333333333334,42,96,42,14.73,5,,,,5,,,112.31,
2025-05-30 00:00:00,,,,,,,,,49,153,49,14.7,13,,101,,11,,130.07,90.22,
2025-05-31 00:00:00,,9.091666666666667,0.0,9.091666666666667,6.233333333333333,0.9166666666666667,1.9416666666666667,0.2833333333333333,47,104,47,14.82,15,,91,,16,,8.93,100.43,
2025-06-01 00:00:00,,6.866666666666666,0.0,6.866666666666667,3.8249999999999997,1.4916666666666667,1.5499999999999998,0.058333333333333334,46,138,46,14.33,16,,116,,40,,65,76.21,
2025-06-02 00:00:00,,8.791666666666666,0.0,8.791666666666666,6.091666666666666,0.4666666666666667,2.233333333333333,0.13333333333333333,40,112,40,14.88,15,,79.5,,25,,109,74.7,
2025-06-03 00:00:00,,7.641666666666666,0.0,7.641666666666666,5.533333333333333,0.44166666666666665,1.6666666666666665,0.3666666666666667,43,129,43,14.43,17,,87,,43,,,99.55,
2025-06-04 00:00:00,,7.2749999999999995,0.0,7.275,4.408333333333332,0.9916666666666668,1.875,0.14166666666666666,46,119,46,14.46,16,,,,24,,288.62,54.83,
2025-06-05 00:00:00,,8.866666666666667,0.0,8.866666666666667,5.458333333333334,0.9,2.5083333333333337,0.25833333333333336,44,137,44,14.19,13,,120,,21,,215.38,75.8,
2025-06-06 00:00:00,,8.375,0.0,8.375,5.558333333333334,0.8083333333333333,2.0083333333333333,0.14166666666666666,42,164,42,14.11,11,,128,,68,,99,56.06,
2025-06-07 00:00:00,,8.850000000000001,0.0,8.85,5.933333333333334,0.8999999999999999,2.0166666666666666,0.08333333333333333,46,129,46,14.89,15,,86.5,,25,,39.62,67.2,
2025-06-08 00:00:00,,8.0,0.0,8.0,4.783333333333333,1.0916666666666666,2.125,0.05,48,191,48,14.98,17,,105,,89,,213.51,77.94,
2025-06-09 00:00:00,,9.541666666666664,0.0,9.541666666666668,5.916666666666665,1.2083333333333333,2.416666666666667,0.13333333333333333,44,141,44,14.68,10,,99,,114,,136.87,66.63,
2025-06-10 00:00:00,,8.566666666666666,0.0,8.566666666666666,6.483333333333333,0.65,1.4333333333333336,0.22499999999999998,45,107,45,14.98,14,,91,,16,,35,72.29,
2025-06-11 00:00:00,,8.75,0.0,8.75,5.316666666666667,0.875,2.558333333333333,0.05,43.96,123,43.96,14.93,14,,113,,65,,120,78.03,
2025-06-12 00:00:00,,8.191666666666666,0.0,8.191666666666666,5.633333333333333,0.95,1.6083333333333334,0.24999999999999997,45,143,45,15.52,13,,77.5,,58,,120,69.37,
2025-06-13 00:00:00,,7.825,0.0,7.825000000000001,5.341666666666667,1.1833333333333333,1.3,0.6666666666666666,46,170,46,15.24,16,,109,,24,,5,87.42,
2025-06-14 00:00:00,,8.049999999999999,0.0,8.05,5.449999999999999,0.9833333333333333,1.6166666666666667,0.10833333333333334,49,152,49,15.71,14,,,,22,,56,54.06,
2025-06-15 00:00:00,,8.758333333333333,0.0,8.758333333333333,5.791666666666667,0.9916666666666667,1.975,0.025,44,90,44,14.79,5,,73,,6,,,100.74,
2025-06-16 00:00:00,,7.983333333333333,0.0,7.983333333333334,5.291666666666667,1.05,1.6416666666666666,0.13333333333333333,43,128,43,15.28,13,,91.5,,23,,20,83.81,
2025-06-17 00:00:00,,8.391666666666667,0.0,8.391666666666667,5.6833333333333345,1.0583333333333333,1.65,0.13333333333333333,44,138,44,15.35,11,,,,23,,,96.52,
2025-06-18 00:00:00,,8.166666666666666,0.0,8.166666666666666,6.15,0.6333333333333333,1.3833333333333333,0.16666666666666666,44,150,44,15.75,9,,106,,14,,47,78.32,
2025-06-19 00:00:00,,8.2,0.0,8.200000000000001,5.983333333333333,0.7416666666666667,1.475,0.175,43.42,155,43.42,15.18,12,,98.5,,63,,105,80.67,
2025-06-20 00:00:00,,8.133333333333335,0.0,8.133333333333333,5.650000000000001,0.7833333333333334,1.7000000000000002,0.11666666666666667,61,172,61,15.63,14,,,,51,,14,47.01,
2025-06-21 00:00:00,,8.075000000000001,0.0,8.075000000000003,5.458333333333335,1.075,1.5416666666666665,0.15,43,136,43,16.29,12,,95.75,,7,,136.84,71.25,
2025-06-22 00:00:00,,7.466666666666667,0.0,7.466666666666668,4.991666666666666,0.9333333333333333,1.5416666666666667,0.30000000000000004,57,158,57,16.45,8,,,,8,,17.16,55.53,
2025-06-23 00:00:00,,7.808333333333334,0.0,7.808333333333334,5.266666666666667,0.675,1.8666666666666667,0.14166666666666666,,,,15.08,9,,,,16,,,,
2025-06-24 00:00:00,,7.991666666666666,0.0,7.991666666666666,5.533333333333333,0.7083333333333334,1.75,0.125,53,155,53,15.99,13,,103,,13,,36,73.65,
2025-06-25 00:00:00,,7.416666666666667,0.0,7.416666666666667,5.183333333333334,0.9333333333333333,1.3,0.14166666666666666,46,158,46,15.81,14,,124,,24,,77,62.64,
2025-06-26 00:00:00,,7.541666666666667,0.0,7.541666666666666,4.525,1.5333333333333332,1.4833333333333334,0.08333333333333333,46,144,46,15.76,14,,115.5,,21,,11,78.13,
2025-06-27 00:00:00,,5.591666666666666,0.0,5.591666666666666,5.166666666666666,0.05,0.375,1.791666666666666,45,140,45,17.32,14,,115.5,,12,,,93.82,
2025-06-28 00:00:00,,8.116666666666667,0.0,5.591666666666666,5.891666666666667,0.6,1.6250000000000002,1.1,49,192,49,16.35,10,,93,,16,,,79.82,
2025-06-29 00:00:00,,9.408333333333335,0.0,11.933333333333334,6.575000000000001,1.1416666666666666,1.6916666666666664,0.075,40,139,40,15.65,12,,77,,10,,9.41,91.27,
2025-06-30 00:00:00,,7.941666666666666,0.0,7.941666666666666,5.949999999999999,0.48333333333333334,1.5083333333333333,0.18333333333333332,45,140,45,16.34,13,,113,,20,,92.59,80.92,
2025-07-01 00:00:00,,8.116666666666667,0.0,8.116666666666667,5.825,0.5916666666666667,1.7,0.18333333333333332,45,184,45,15.2,12,,117,,66,,178,88.5,
2025-07-02 00:00:00,,7.750000000000002,0.0,7.750000000000001,4.991666666666668,1.0083333333333335,1.7500000000000002,0.30000000000000004,42,137,42,15.52,14,,103.5,,18,,52,79.17,
2025-07-03 00:00:00,,7.741666666666666,0.0,7.741666666666667,5.275,0.7583333333333333,1.7083333333333333,0.15,45,145,45,15.13,13,,96,,28,,73,87.48,
2025-07-04 00:00:00,,4.541666666666666,0.0,4.541666666666667,3.0500000000000003,0.5916666666666666,0.8999999999999999,0.16666666666666666,51,173,51,16.54,12,,,,15,,,67.69,
2025-07-05 00:00:00,,4.6416666666666675,0.0,4.641666666666667,3.241666666666667,0.7916666666666666,0.6083333333333334,0.2,,,,16.07,15,,,,37,,,,
2025-07-06 00:00:00,,9.558333333333334,0.0,9.558333333333334,6.475,0.7333333333333333,2.35,0.1,45,156,45,14.99,7,,115,,23,,54,96.49,
2025-07-07 00:00:00,,7.416666666666667,0.0,7.416666666666667,4.800000000000001,0.9583333333333334,1.6583333333333332,0.08333333333333333,43,121,43,15.24,13,,100,,22,,50,70.48,
2025-07-08 00:00:00,,8.241666666666667,0.0,8.241666666666665,5.125,1.0583333333333333,2.058333333333333,0.26666666666666666,44,141,44,14.83,13,,90,,23,,73,97.29,
2025-07-09 00:00:00,,7.433333333333334,0.0,7.433333333333334,4.441666666666666,1.2166666666666668,1.775,1.0333333333333332,43,127,43,15.42,16,,109,,24,,12,118.14,
2025-07-10 00:00:00,,7.808333333333333,0.0,7.808333333333333,4.966666666666666,1.1083333333333334,1.7333333333333334,0.03333333333333333,44,134,44,15.02,15,,95.5,,17,,80,82.32,
2025-07-11 00:00:00,,8.291666666666666,0.0,8.291666666666666,5.633333333333333,1.05,1.6083333333333334,0.1,44,127,44,15.14,14,,83.5,,21,,132,65.61,
2025-07-12 00:00:00,,8.350000000000001,0.0,8.349999999999998,5.433333333333334,0.9,2.0166666666666666,0.3583333333333334,42,161,42,15.19,16,,76,,26,,122,100.23,
2025-07-13 00:00:00,,8.808333333333334,0.0,8.808333333333334,5.916666666666667,0.9916666666666667,1.9,0.10833333333333334,44,161,44,14.88,11,,99,,16,,142.53,73.3,
2025-07-14 00:00:00,,8.025,0.0,8.025,5.7,0.7333333333333334,1.5916666666666668,0.08333333333333333,41,121,41,15.1,14,,,,17,,43.47,80.37,
2025-07-15 00:00:00,,7.958333333333334,0.0,7.958333333333335,5.441666666666667,0.8333333333333333,1.6833333333333336,0.37500000000000006,44,117,44,15.21,12,,98,,16,,76.77,96.13,
2025-07-16 00:00:00,,7.999999999999999,0.0,8.0,4.824999999999999,1.2833333333333334,1.8916666666666664,0.15,45,152,45,15.67,11,,114,,91,,153.23,80.44,
2025-07-17 00:00:00,,7.958333333333332,0.0,7.958333333333334,5.5249999999999995,0.975,1.4583333333333335,0.11666666666666667,43.68,137,43.68,15.72,13,,115,,22,,79.66,76.65,
2025-07-18 00:00:00,,7.341666666666665,0.0,7.341666666666667,4.9416666666666655,0.8166666666666667,1.5833333333333335,0.16666666666666666,43,147,43,16.05,13,,71,,31,,63.34,68.23,
2025-07-19 00:00:00,,5.666666666666666,0.0,5.666666666666667,3.8666666666666667,0.5083333333333333,1.2916666666666665,0.19999999999999998,45,160,45,15.51,14,,82,,39,,158,72.12,
